"cogs","date","market","product_line","product","sales","state","total_expenses","type"
241,2012-12-01,"West","Leaves","Lemon",525,"California",96,"Decaf"
43,2012-12-01,"West","Leaves","Mint",99,"California",27,"Decaf"
46,2012-12-01,"Central","Leaves","Darjeeling",103,"Colorado",51,"Regular"
54,2012-12-01,"Central","Leaves","Darjeeling",133,"Illinois",26,"Regular"
88,2012-12-01,"Central","Leaves","Darjeeling",221,"Ohio",61,"Regular"
53,2012-12-01,"Central","Leaves","Earl Grey",116,"Colorado",37,"Regular"
67,2012-12-01,"Central","Leaves","Earl Grey",168,"Illinois",54,"Regular"
134,2012-12-01,"Central","Leaves","Earl Grey",320,"Ohio",65,"Regular"
81,2012-12-01,"Central","Leaves","Green Tea",185,"Colorado",38,"Regular"
30,2012-12-01,"East","Leaves","Darjeeling",75,"Florida",19,"Regular"
33,2012-12-01,"East","Leaves","Darjeeling",82,"Massachusetts",20,"Regular"
86,2012-12-01,"East","Leaves","Darjeeling",210,"New York",35,"Regular"
123,2012-12-01,"East","Leaves","Earl Grey",302,"New York",46,"Regular"
34,2012-12-01,"East","Leaves","Green Tea",85,"Florida",21,"Regular"
29,2012-12-01,"East","Leaves","Green Tea",73,"Massachusetts",19,"Regular"
54,2012-12-01,"East","Leaves","Green Tea",133,"New York",27,"Regular"
123,2012-12-01,"West","Leaves","Darjeeling",302,"California",45,"Regular"
54,2012-12-01,"West","Leaves","Earl Grey",133,"California",26,"Regular"
67,2012-12-01,"West","Leaves","Green Tea",168,"California",54,"Regular"
63,2012-12-01,"Central","Beans","Decaf Irish Cream",139,"Missouri",40,"Decaf"
83,2012-12-01,"Central","Beans","Decaf Irish Cream",195,"Wisconsin",55,"Decaf"
0,2012-12-01,"Central","Beans","Decaf Espresso",43,"Iowa",11,"Decaf"
31,2012-12-01,"Central","Beans","Decaf Espresso",77,"Missouri",19,"Decaf"
24,2012-12-01,"Central","Beans","Decaf Espresso",56,"Wisconsin",19,"Decaf"
49,2012-12-01,"East","Beans","Decaf Espresso",114,"Connecticut",44,"Decaf"
34,2012-12-01,"South","Beans","Decaf Irish Cream",85,"Louisiana",20,"Decaf"
92,2012-12-01,"South","Beans","Decaf Irish Cream",160,"New Mexico",52,"Decaf"
33,2012-12-01,"South","Beans","Decaf Irish Cream",82,"Oklahoma",21,"Decaf"
43,2012-12-01,"South","Beans","Decaf Espresso",106,"Louisiana",36,"Decaf"
38,2012-12-01,"South","Beans","Decaf Espresso",89,"New Mexico",39,"Decaf"
88,2012-12-01,"South","Beans","Decaf Espresso",221,"Oklahoma",61,"Decaf"
31,2012-12-01,"West","Beans","Decaf Irish Cream",69,"Nevada",30,"Decaf"
41,2012-12-01,"West","Beans","Decaf Irish Cream",101,"Oregon",35,"Decaf"
68,2012-12-01,"West","Beans","Decaf Irish Cream",153,"Utah",59,"Decaf"
105,2012-12-01,"West","Beans","Decaf Irish Cream",250,"Washington",125,"Decaf"
23,2012-12-01,"West","Beans","Decaf Espresso",58,"Nevada",18,"Decaf"
153,2012-12-01,"West","Beans","Decaf Espresso",306,"Oregon",66,"Decaf"
50,2012-12-01,"West","Beans","Decaf Espresso",123,"Utah",26,"Decaf"
80,2012-12-01,"West","Beans","Decaf Espresso",176,"Washington",45,"Decaf"
16,2012-12-01,"Central","Beans","Amaretto",41,"Iowa",15,"Regular"
65,2012-12-01,"Central","Beans","Amaretto",145,"Wisconsin",58,"Regular"
31,2012-12-01,"Central","Beans","Colombian",69,"Iowa",30,"Regular"
68,2012-12-01,"Central","Beans","Colombian",153,"Missouri",59,"Regular"
105,2012-12-01,"Central","Beans","Colombian",250,"Wisconsin",125,"Regular"
23,2012-12-01,"Central","Beans","Caffe Mocha",58,"Iowa",18,"Regular"
50,2012-12-01,"Central","Beans","Caffe Mocha",123,"Missouri",25,"Regular"
80,2012-12-01,"Central","Beans","Caffe Mocha",176,"Wisconsin",46,"Regular"
52,2012-12-01,"East","Beans","Amaretto",127,"New Hampshire",38,"Regular"
115,2012-12-01,"East","Beans","Colombian",289,"Connecticut",69,"Regular"
48,2012-12-01,"East","Beans","Colombian",122,"New Hampshire",46,"Regular"
49,2012-12-01,"South","Beans","Colombian",120,"Louisiana",25,"Regular"
48,2012-12-01,"South","Beans","Colombian",122,"New Mexico",47,"Regular"
81,2012-12-01,"South","Beans","Colombian",185,"Oklahoma",38,"Regular"
134,2012-12-01,"South","Beans","Caffe Latte",320,"Oklahoma",65,"Regular"
41,2012-12-01,"South","Beans","Caffe Mocha",107,"Louisiana",35,"Regular"
29,2012-12-01,"South","Beans","Caffe Mocha",73,"Oklahoma",20,"Regular"
63,2012-12-01,"West","Beans","Amaretto",139,"Utah",40,"Regular"
39,2012-12-01,"West","Beans","Colombian",88,"Nevada",48,"Regular"
41,2012-12-01,"West","Beans","Colombian",98,"Oregon",56,"Regular"
49,2012-12-01,"West","Beans","Colombian",114,"Utah",44,"Regular"
72,2012-12-01,"West","Beans","Colombian",176,"Washington",46,"Regular"
0,2012-12-01,"West","Beans","Caffe Latte",43,"Nevada",12,"Regular"
46,2012-12-01,"West","Beans","Caffe Latte",103,"Oregon",51,"Regular"
31,2012-12-01,"West","Beans","Caffe Latte",77,"Utah",20,"Regular"
24,2012-12-01,"West","Beans","Caffe Latte",56,"Washington",19,"Regular"
16,2012-12-01,"West","Beans","Caffe Mocha",41,"Nevada",15,"Regular"
54,2012-12-01,"West","Beans","Caffe Mocha",127,"Oregon",45,"Regular"
94,2012-12-01,"West","Beans","Caffe Mocha",214,"Utah",43,"Regular"
65,2012-12-01,"West","Beans","Caffe Mocha",145,"Washington",57,"Regular"
247,2012-12-01,"Central","Leaves","Chamomile",576,"Iowa",113,"Decaf"
41,2012-12-01,"Central","Leaves","Chamomile",107,"Wisconsin",36,"Decaf"
127,2012-12-01,"Central","Leaves","Lemon",312,"Iowa",62,"Decaf"
92,2012-12-01,"Central","Leaves","Lemon",160,"Missouri",52,"Decaf"
34,2012-12-01,"Central","Leaves","Lemon",85,"Wisconsin",21,"Decaf"
68,2012-12-01,"East","Leaves","Lemon",153,"Connecticut",58,"Decaf"
39,2012-12-01,"East","Leaves","Lemon",88,"New Hampshire",47,"Decaf"
63,2012-12-01,"East","Leaves","Mint",139,"Connecticut",40,"Decaf"
94,2012-12-01,"South","Leaves","Chamomile",214,"Louisiana",43,"Decaf"
16,2012-12-01,"South","Leaves","Chamomile",41,"New Mexico",16,"Decaf"
65,2012-12-01,"South","Leaves","Chamomile",145,"Oklahoma",58,"Decaf"
68,2012-12-01,"South","Leaves","Lemon",153,"Louisiana",59,"Decaf"
31,2012-12-01,"South","Leaves","Lemon",69,"New Mexico",31,"Decaf"
105,2012-12-01,"South","Leaves","Lemon",250,"Oklahoma",125,"Decaf"
135,2012-12-01,"West","Leaves","Chamomile",322,"Nevada",155,"Decaf"
24,2012-12-01,"West","Leaves","Chamomile",60,"Oregon",17,"Decaf"
52,2012-12-01,"West","Leaves","Chamomile",127,"Utah",39,"Decaf"
115,2012-12-01,"West","Leaves","Chamomile",289,"Washington",69,"Decaf"
224,2012-12-01,"West","Leaves","Lemon",534,"Nevada",116,"Decaf"
81,2012-12-01,"West","Leaves","Lemon",185,"Oregon",38,"Decaf"
48,2012-12-01,"West","Leaves","Lemon",122,"Utah",46,"Decaf"
49,2012-12-01,"West","Leaves","Lemon",120,"Washington",25,"Decaf"
127,2012-12-01,"West","Leaves","Mint",312,"Nevada",63,"Decaf"
92,2012-12-01,"West","Leaves","Mint",160,"Utah",51,"Decaf"
250,2012-12-01,"Central","Leaves","Darjeeling",501,"Iowa",95,"Regular"
38,2012-12-01,"Central","Leaves","Darjeeling",89,"Missouri",40,"Regular"
43,2012-12-01,"Central","Leaves","Darjeeling",106,"Wisconsin",35,"Regular"
294,2012-12-01,"Central","Leaves","Earl Grey",654,"Iowa",144,"Regular"
39,2012-12-01,"Central","Leaves","Green Tea",88,"Missouri",47,"Regular"
50,2012-12-01,"East","Leaves","Darjeeling",123,"Connecticut",26,"Regular"
16,2012-12-01,"East","Leaves","Darjeeling",41,"New Hampshire",15,"Regular"
33,2012-12-01,"East","Leaves","Green Tea",82,"Connecticut",21,"Regular"
0,2012-12-01,"East","Leaves","Green Tea",43,"New Hampshire",11,"Regular"
247,2012-12-01,"West","Leaves","Darjeeling",576,"Nevada",114,"Regular"
29,2012-12-01,"West","Leaves","Darjeeling",73,"Oregon",19,"Regular"
41,2012-12-01,"West","Leaves","Darjeeling",107,"Washington",36,"Regular"
250,2012-12-01,"West","Leaves","Earl Grey",501,"Nevada",94,"Regular"
88,2012-12-01,"West","Leaves","Earl Grey",221,"Oregon",60,"Regular"
38,2012-12-01,"West","Leaves","Earl Grey",89,"Utah",39,"Regular"
43,2012-12-01,"West","Leaves","Earl Grey",106,"Washington",35,"Regular"
134,2012-12-01,"West","Leaves","Green Tea",320,"Oregon",65,"Regular"
